Id_Property,Judul,Lokasi,Harga,Kamar,WC,Parkir,Luas_Tanah,Luas_Bangunan,Harga_Normalized,Kamar_Normalized,WC_Normalized,Parkir_Normalized,Luas_Tanah_Normalized,Luas_Bangunan_Normalized,Judul_Clean,Lokasi_Clean,Deskripsi_Clean,Keywords_Clean,Image_Link,Property_Link
1468,Dijual Villa Murah Dekat Heha Sky View Wonosari,"Wonosari, Gunung Kidul",425000000,2,1,2,100,36,0.002846384,0.111111111,0,0.05,0.33220339,0.144628099,jual villa murah dekat heha sky view wonosari,wonosari gunung kidul,jual villa murah dekat heha sky view wonosari lokasi wonosari semoyo patuk gunung kidul yogyakarta,rumah full furnished dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/625584/35082ba31e7168c3371ed9f38a1fc6fa.jpg,https://www.rumah123.com/properti/sleman/hos18381972/
1469,Rumah Murah Perum Dijual Kasihan Dalam Perum Dekat Kampus Umy Upy Wirobrajan Nyaman Akses Mudah,"Kasihan, Bantul",2000000000,3,2,1,240,150,0.014430503,0.222222222,0.125,0,0.806779661,0.615702479,rumah murah perum jual kasihan perum dekat kampus umy upy wirobrajan nyaman akses mudah,kasihan bantul,rumah second jual kasihan spesifikasi rumah perum kondisi standar bagus siap huni,rumah siap huni dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2096075/a255e1277a4558dc19e26f22ebe14ad1.jpg,https://www.rumah123.com/properti/bantul/hos18381893/
1470,Rumah Dalam Perumahan One Gate Dekat Kampus Umy Jogja Di Jalan Raya Bibis Lokasi Strategis Fasilitas Lengkap,"Kasihan, Bantul",395000000,2,1,1,80,50,0.002625734,0.111111111,0,0,0.26440678,0.202479339,rumah rumah one gate dekat kampus umy jogja jalan raya bibis lokasi strategis fasilitas lengkap,kasihan bantul,rumah ex kantor lokasi strategis dekat kampus umy jogja one gate system akses jalan lebar mobil,rumah dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/8fd231939910d880c95c3939c06cae16.jpg,https://www.rumah123.com/properti/sleman/hos18149036/
1471,"Dijual Rumah Cantik Legalitas Shm, Bisa Kpr Dp Fleksible di Timur Jogja","Maguwoharjo, Yogyakarta",275000000,2,1,1,70,36,0.001743134,0.111111111,0,0,0.230508475,0.144628099,jual rumah cantik legalitas shm kpr dp fleksible timur jogja,maguwoharjo yogyakarta,jual rumah cantik legalitas shm kpr dp fleksible timur jogja rumah premium kpr,rumah dekat akses transportasi dekat sekolah dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1470721/4f7b188a7cbd87dba7a0dcdf02f431bb.jpg,https://www.rumah123.com/properti/sleman/hos18380385/
1472,"Rumah Baru Murah, 350 Juta Di Moyudan, Sleman","Moyudan, Sleman",350000000,2,1,1,104,50,0.002294759,0.111111111,0,0,0.345762712,0.202479339,rumah baru murah 350 juta moyudan sleman,moyudan sleman,cluster sumber lokasi sumberarum kec moyudan kab sleman yogyakarta rumah murah jogja barat,rumah dekat pusat belanja dekat sekolah dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2075895/8a972c9440f2698708de44a38526cdda.jpg,https://www.rumah123.com/properti/sleman/hos18381696/
1473,"100m Pasar Sleman, Rumah Baru di Tridadi Sleman","Sleman, Yogyakarta",625000000,3,1,1,100,70,0.004317383,0.222222222,0,0,0.33220339,0.285123967,100m pasar sleman rumah baru tridadi sleman,sleman yogyakarta,100m pasar sleman rumah baru tridadi sleman spesifikasi pondasi batu kali dinding bata merah,rumah siap huni,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/f075044c04c1dad482d72f8fbbf42a53.jpg,https://www.rumah123.com/properti/sleman/hos17961167/
1474,"Rumah Mewah Full Furnish Dalam Cluster  Di Utara Mirota Godean, Tegalrejo, Yogyakarta.","Tegalrejo, Yogyakarta",27000000000,5,4,1,150,150,0.198305409,0.444444444,0.375,0,0.501694915,0.615702479,rumah mewah full furnish cluster utara mirota godean tegalrejo yogyakarta,tegalrejo yogyakarta,anda sedang cari rumah tinggal keluarga besar lebih senang tinggal lingkung,rumah full furnished dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/2024-07-01-23-37-52-922f0dbf-109b-4e7d-a83c-ae348e8a072c.jpg,https://www.rumah123.com/properti/sleman/hos17487250/
1475,Di Jual Rumah 2 Lantai Siap Huni Harga Rendah Banguntapan Bantul,"Sewon, Bantul",2000000000,3,2,2,161,200,0.014430503,0.222222222,0.125,0.05,0.538983051,0.82231405,jual rumah 2 lantai siap huni harga rendah banguntapan bantul,sewon bantul,rumah baru milik luas tanah 161m luas bangun 200m lebar depan 10m lengkap,rumah siap huni,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/f075044c04c1dad482d72f8fbbf42a53.jpg,https://www.rumah123.com/properti/sleman/hos17961167/
1476,Rumah Tinggal Cocok Untuk Keluarga Lokasi Dekat Sleman City Hall,"Sleman, Sleman",570000000,2,1,1,135,125,0.003912858,0.111111111,0,0,0.450847458,0.512396694,rumah tinggal cocok keluarga lokasi dekat sleman city hall,sleman sleman,lt 135m2 lb 125m2 anda sedang cari rumah jogja bagi utara milik 1,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506196/2024-06-21-02-02-28-fa64275f-77a2-4bbc-8441-4fe7b816de3b.jpg,https://www.rumah123.com/properti/sleman/hos17396922/
1477,RUMAH 2LT DLM PERUMAHAN EMERALD GARDEN  BANGUNTAPAN,"Banguntapan, Bantul",1.09E+11,3,3,1,112,103,0.801415101,0.222222222,0.25,0,0.372881356,0.421487603,rumah 2lt dlm rumah emerald garden banguntapan,banguntapan bantul,rumah jual bantul jual rumah 2lt lingkung rumah banguntapan fully furnished meja kursi ruang,rumah full furnished dekat pusat belanja dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1272926/2024-08-06-00-40-47-6002f46e-fbdb-483d-8659-edbf4ce8cbe8.jpg,https://www.rumah123.com/properti/sleman/hos17778315/
1478,"RUMAH IMPIAN AKSES MUDAH! DEKAT PUSAT KOTA, DESAIN MODERN","Depok, Sleman",965000000,3,2,1,157,110,0.006818082,0.222222222,0.125,0,0.525423729,0.450413223,rumah impi akses mudah dekat pusat kota desain modern,depok sleman,rumah jual sleman rumah jual perum pesona bumi santan blok a2 lt 157 lb 110 3 kamar tidur 2 kamar,rumah dekat pusat belanja,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/2024-02-22-09-15-42-539f0982-8f83-4e1b-a88d-a1d1723a9aa6.jpg,https://www.rumah123.com/properti/sleman/hos16463217/
1479,Rumah Cluster Modern Minimalis Dekat Uii Pusat Di Sleman,"Sleman, Yogyakarta",789000000,2,1,1,93,45,0.005523602,0.111111111,0,0,0.308474576,0.181818182,rumah cluster modern minimal dekat uii pusat sleman,sleman yogyakarta,rumah premium lokasi strategis area jl kaliurang jogja harga mulai 700 juta selang ke,rumah dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1776788/16bf925bc89074b2feefa135ea403b47.jpg,https://www.rumah123.com/properti/sleman/hos18346160/
1480,"Rumah 1 Lantai Strategis di Tawangsari, Pengasih, Kulon Progo, Diy","Pengasih, Kulon Progo",408000000,2,1,2,109,49,0.002721349,0.111111111,0,0.05,0.362711864,0.198347107,rumah 1 lantai strategis tawangsari asih kulon progo diy,pengasih kulon progo,rumah siap bangun kulon progo,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1840787/2023-11-18-06-38-07-5ea40863-8301-4af9-a3e0-6d42835977a2.jpg,https://www.rumah123.com/properti/sleman/hos18075955/
1481,Rumah Cantik Baru Shm Siap Huni Di Sleman Wedomartani,"Sleman, Yogyakarta",849000000,3,2,1,107,90,0.005964902,0.222222222,0.125,0,0.355932203,0.367768595,rumah cantik baru shm siap huni sleman wedomartani,sleman yogyakarta,harga 850 juta nego legalitas shm pbg akses jalan,rumah siap huni dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1840787/2023-11-18-06-38-38-8e4751c4-b886-462f-afa7-569d16e0f6b6.jpg,https://www.rumah123.com/properti/sleman/hos18075954/
1482,Rumah Strategis 2 Lantai Dalam Perumahan Dekat Masjid Suciati,"Ngaglik, Sleman",15000000000,4,2,1,100,192,0.110045454,0.333333333,0.125,0,0.33220339,0.789256198,rumah strategis 2 lantai rumah dekat masjid suciati,ngaglik sleman,luas tanah lt 100 m luas bangun lb 192 m legalitas shm imb listrik 2200,rumah dekat sekolah dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1972033/a66a0a85a813ccd245e3bfe8efd09801.jpg,https://www.rumah123.com/properti/sleman/hos18075953/
1483,"Rumah Dijual Siap Huni Akses Mudah Dekat Ke Pemda Sleman ,mall Sleman","Sleman, Sleman",600000000,2,1,1,103,96,0.004133508,0.111111111,0,0,0.342372881,0.392561983,rumah jual siap huni akses mudah dekat pemda sleman mall sleman,sleman sleman,rumah jual area denggung tridadi sleman dekat pemda sleman sch mall luas tnh 103 m2 luas bangun,rumah siap huni dekat pusat belanja dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/2087374/50dd33a192581cf7f84c700b64feec27.jpg,https://www.rumah123.com/properti/yogyakarta/hos18381223/
1484,Rumah Dalam Cluster Nogotirto Asri Gamping Dekat Kampus Umy,"Gamping, Sleman",950000000,4,3,1,118,167,0.006707757,0.333333333,0.25,0,0.393220339,0.685950413,rumah cluster nogotirto asri gamping dekat kampus umy,gamping sleman,rumah jual bu rumah nogotirto asri gamping nyaman dalam lingkung rumah strategis,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1865085/caa1ac56267d0ff69fa85ae6449e7829.jpg,https://www.rumah123.com/properti/sleman/hos18381202/
1485,RUMAH BARU CANTIK MINIMALIS - HARGA EKONOMIS DI DEKAT PASAR GODEAN SLEMAN,"Godean, Sleman",450000000,2,1,1,82,50,0.003030258,0.111111111,0,0,0.271186441,0.202479339,rumah baru cantik minimal harga ekonomis dekat pasar godean sleman,godean sleman,rumah baru cantik minimal harga ekonomis dekat pasar godean sleman graha sokonilo godean jalan,rumah siap huni dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1865085/c786849651e3ed879b1c5e2b5eafc581.jpg,https://www.rumah123.com/properti/sleman/hos18381181/
1486,Rumah Skandinavian Minimalis Jalan Kaliurang Selatan Kampus Uii Jogja,"Ngaglik, Sleman",690000000,2,1,2,91,50,0.004795458,0.111111111,0,0.05,0.301694915,0.202479339,rumah skandinavian minimal jalan kaliurang selatan kampus uii jogja,ngaglik sleman,skandinavian minimal jalan kaliurang selatan kampus uii jogja semi furnished sisa 1 unit,rumah full furnished dekat sekolah dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2096079/2e2da0e5ccdb66675d8f3b828de81d0e.jpg,https://www.rumah123.com/properti/sleman/hos18381138/
1487,Rumah Dijual Jogja Jongke Mlati Sleman.lokasi Terbaik Strategis!!,"Mlati, Sleman",1.02E+11,2,1,1,126,65,0.749930128,0.111111111,0,0,0.420338983,0.26446281,rumah jual jogja jongke mlati sleman lokasi baik strategis,mlati sleman,rumah rumah siap huni sendangadi mlati sleman yogyakarta wiko rumah satu lantai siap huni,rumah siap huni,https://picture.rumah123.com/r123-images/720x420-crop/customer/2075564/e10bc32c05a4096706297d769e5d3caa.jpg,https://www.rumah123.com/properti/sleman/hos18381065/
1488,Rumah Minimalis Modern Lokasi Strategis Dekat Kampus Uii Ngaglik Sleman,"Ngaglik, Sleman",720000000,2,1,1,90,50,0.005016107,0.111111111,0,0,0.298305085,0.202479339,rumah minimal modern lokasi strategis dekat kampus uii ngaglik sleman,ngaglik sleman,rumah minimal modern lokasi strategis dekat kampus uii ngaglik sleman lt 90 lb 50 anda,rumah dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/56e4413c253ec4c8a1163e03af3f1733.jpg,https://www.rumah123.com/properti/sleman/hos18380990/
1489,"Dekat Uii, Rumah Baru Dijual di Jangkang Sleman","Ngemplak, Sleman",575000000,3,1,1,120,55,0.003949633,0.222222222,0,0,0.4,0.223140496,dekat uii rumah baru jual jangkang sleman,ngemplak sleman,dekat uii rumah baru jual jangkang sleman jual rumah baru siap huni keluarga pasang,rumah siap huni dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1776788/7fb9e2516b04f4edd63cef2e40a6c69d.jpg,https://www.rumah123.com/properti/sleman/hos18360744/
1490,Jual Rumah Furnish di Tirtonirmolo Bantul Siap Huni,"Kasihan, Bantul",2000000000,3,2,1,100,170,0.014430503,0.222222222,0.125,0,0.33220339,0.698347107,jual rumah furnish tirtonirmolo bantul siap huni,kasihan bantul,type 170 100 rooftop blm pasang tangga shm pbg listrik 4400va lampu led kamar utama,rumah full furnished siap huni,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/2024-02-05-09-54-04-668054d4-3193-421a-8e59-fd155626d5b6.jpg,https://www.rumah123.com/properti/yogyakarta/hos16286626/
1491,Bantul Rumah Kecil Untuk Keluarga Baru Nyaman Hunian,"Godean, Sleman",420000000,2,1,1,109,40,0.002809609,0.111111111,0,0,0.362711864,0.161157025,bantul rumah kecil keluarga baru nyaman huni,godean sleman,ini jenis investasi paling aman tanah kavling siap bangun lahan matang include fasum jalan,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/5b16a6c36ec9dfdcc06d660a963ecc78.jpg,https://www.rumah123.com/properti/sleman/hos18226668/
1492,Dekat Kampus Umy Bebas Desain Ekslusif Nyaman Huni,"Wirobrajan, Yogyakarta",500000000,2,1,1,109,40,0.003398008,0.111111111,0,0,0.362711864,0.161157025,dekat kampus umy bebas desain ekslusif nyaman huni,wirobrajan yogyakarta,ini jenis investasi paling aman tanah kavling siap bangun lahan matang include fasum jalan,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1776788/1d381bd2c46c8b4476b67cfa8d8053b5.jpg,https://www.rumah123.com/properti/yogyakarta/hos18356464/
1493,"Rumah Premium di Jogja, Ideal Untuk Keluarga Muda","Gondomanan, Yogyakarta",670000000,2,1,1,109,90,0.004648358,0.111111111,0,0,0.362711864,0.367768595,rumah premium jogja ideal keluarga muda,gondomanan yogyakarta,ini jenis investasi paling aman tanah kavling siap bangun lahan matang include fasum jalan,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/2023-08-05-05-06-31-88b6c2c3-4c8b-4aab-8280-fe3321706594.jpg,https://www.rumah123.com/properti/yogyakarta/hos14417952/
1494,Rumah Minimalis Bantul Dekat Lapangan Kasihan SHM + Imb,"Kasihan, Bantul",451000000,2,1,1,153,40,0.003037613,0.111111111,0,0,0.511864407,0.161157025,rumah minimal bantul dekat lapang kasihan shm imb,kasihan bantul,rumah minimal bantul dekat lapang kasihan shm imb rumah rumah desain scandinavian,rumah dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1347322/401cf2ee72d9d1fb95cb25ce362cb82e.jpg,https://www.rumah123.com/properti/sleman/hos18380943/
1495,Rumah Bantul Siap Bangun Dekat Kampus Umy,"Kasihan, Bantul",387000000,2,1,1,119,40,0.002566894,0.111111111,0,0,0.396610169,0.161157025,rumah bantul siap bangun dekat kampus umy,kasihan bantul,rumah bantul siap bangun dekat kampus umy rumah rumah desain scandinavian lokasi selatan,rumah dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1840787/eb69e64662707f3fbba36e42c7d98415.jpg,https://www.rumah123.com/properti/bantul/hos18075561/
1496,Rumah Minimalis Bantul Dalam Perumahan 10 Menit Ke Kampus Umy,"Kasihan, Bantul",451000000,2,1,1,153,40,0.003037613,0.111111111,0,0,0.511864407,0.161157025,rumah minimal bantul rumah 10 menit kampus umy,kasihan bantul,rumah minimal bantul rumah 10 menit kampus umy rumah rumah desain scandinavian,rumah dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1972036/7dc965dcbd74710098871024f75927a9.jpg,https://www.rumah123.com/properti/bantul/hos18075563/
1497,"Rumah Tipe 40 109 di Jogja, Harga Terjangkau, Lingkungan Asri","Sleman, Sleman",420000000,2,1,1,109,40,0.002809609,0.111111111,0,0,0.362711864,0.161157025,rumah tipe 40 109 jogja harga jangkau lingkung asri,sleman sleman,ini jenis investasi paling aman tanah kavling siap bangun lahan matang include fasum jalan,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1972036/4ee3175b3f59974dd8d32799a66570a5.jpg,https://www.rumah123.com/properti/bantul/hos18075600/
1498,"Rumah Siap Bangun Baru SHM di Bantul, Nyaman Hunian","Bantul, Bantul",420000000,2,1,1,109,40,0.002809609,0.111111111,0,0,0.362711864,0.161157025,rumah siap bangun baru shm bantul nyaman huni,bantul bantul,ini jenis investasi paling aman tanah kavling siap bangun lahan matang include fasum jalan,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1972036/2be3c55f400d02e48bcf1965b05c024d.jpg,https://www.rumah123.com/properti/bantul/hos18075599/
1499,Jual Rumah di Komplek Dekat Bandara Lama Jogja,"Kalasan, Sleman",15000000000,3,3,1,124,80,0.110045454,0.222222222,0.25,0,0.413559322,0.326446281,jual rumah komplek dekat bandara lama jogja,kalasan sleman,jual rumah komplek dekat bandara lama jogja purwowatani kec kalas kab sleman diy harga 1 5 m,rumah dekat akses transportasi,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/2024-02-08-04-35-44-322a1cc1-e735-4591-a91d-2e52978499a2.jpg,https://www.rumah123.com/properti/sleman/hos16076620/
1500,Dijual Rumah Modern Siap Huni Dekat Smp N 4 Kalasan Sleman,"Kalasan, Sleman",835000000,3,1,1,124,73,0.005861932,0.222222222,0,0,0.413559322,0.297520661,jual rumah modern siap huni dekat smp n 4 kalas sleman,kalasan sleman,jual rumah modern siap huni dekat smp n 4 kalas sleman spek type 73m2 124m2 3 kamar tidur 1,rumah siap huni dekat akses transportasi dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1865085/7e5c47698d15151d6d765544954f36dc.jpg,https://www.rumah123.com/properti/yogyakarta/hos18380710/
1501,Rumah Joglo Tipe Luas Harga Murah,"Maguwoharjo, Yogyakarta",565000000,2,1,1,102,36,0.003876083,0.111111111,0,0,0.338983051,0.144628099,rumah joglo tipe luas harga murah,maguwoharjo yogyakarta,rumah joglo tipe luas harga murah skema bayar cash keras cash tempo cash progress kpr legalitas,rumah dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1840787/2024-07-28-10-07-23-89a99fef-5c6c-45ab-9f66-fc4085744125.jpg,https://www.rumah123.com/properti/sleman/hos18078810/
1502,Rumah Jogja Murah Nuansa Jepang Dekat Brimob Sentolo Ada Pos Security,"Sentolo, Kulon Progo",343000000,2,1,1,72,36,0.002243274,0.111111111,0,0,0.237288136,0.144628099,rumah jogja murah nuansa jepang dekat brimob sentolo pos security,sentolo kulon progo,rumah jogja murah nuansa jepang dekat brimob sentolo pos security rumah murah sentolo kulon,rumah dekat akses transportasi,https://picture.rumah123.com/r123-images/720x420-crop/customer/1840787/2024-07-28-10-07-39-d0612f7f-17ea-4e09-b939-60760010759b.jpg,https://www.rumah123.com/properti/sleman/hos18078809/
1503,Rumah Murah di Jogja Ala Jepang Dalam Cluster Area Exit Tol Sentolo,"Sentolo, Kulon Progo",538000000,2,1,1,137,36,0.003677498,0.111111111,0,0,0.457627119,0.144628099,rumah murah jogja ala jepang cluster area exit tol sentolo,sentolo kulon progo,rumah murah jogja ala jepang cluster area exit tol sentolo rumah murah sentolo kulon progo,rumah dekat akses transportasi,https://picture.rumah123.com/r123-images/720x420-crop/customer/1173285/6ae0deff968316fc8fc97177bec83e8c.jpg,https://www.rumah123.com/properti/sleman/hos18078808/
1504,Rumah Murah di Jogja One Gate System Jepang Modern Kulon Progo,"Sentolo, Kulon Progo",341000000,2,1,1,71,36,0.002228564,0.111111111,0,0,0.233898305,0.144628099,rumah murah jogja one gate system jepang modern kulon progo,sentolo kulon progo,rumah murah jogja one gate system jepang modern kulon progo rumah murah sentolo kulon progo,rumah dekat akses transportasi,https://picture.rumah123.com/r123-images/720x420-crop/customer/1173285/4f5533737d216ab599085ee47d15ebce.jpg,https://www.rumah123.com/properti/sleman/hos18078807/
